Tuesday,"['thứ ba', 'ngày thứ ba', 'thứ Ba', 'Thứ Ba']"
country,"['nước', 'quốc gia', 'quê hương', 'tổ quốc', 'đất nước', 'tỉnn', 'nông thôn', 'quốc', 'nhân dân', 'xứ', 'đồng quê', '國家', 'miền', 'miền quê', 'xứ sở', 'địa hạt', 'cõi', 'bờ cõi', 'dân chúng', 'giang sơn', 'lĩnh vực', 'nhà quê', 'núi sông', 'sông núi', 'sơn hà', 'số ít nông thôn', 'số ít vùng', 'thôn dã', 'nhà nước']"
ancestor,"['tổ tiên', '祖先', 'ông bà', 'ông vãi', 'ông vải', 'ông tổ']"
organization,"['tổ chức', 'sự tổ chức', 'cơ quan', 'đoàn thể', 'hội đoàn', 'tổ họp', 'việc tổ chức', 'sự cấu tạo', 'hội']"
ancestor,"['tổ tiên', '祖先', 'ông bà', 'ông vãi', 'ông vải', 'ông tổ']"
shrimp nest,['cannot found']
ancestry,"['dòng họ', 'khí huyết', 'tông môn', 'tổ tiên', 'tổ tông', 'dòng dõi']"
transmission team,['cannot found']
leader,"['領導', 'lãnh đạo', 'trưởng', 'bài báo chính', 'bài xã luận lớn', 'con ngựa đầu đàn', 'dây dẫn', 'dây gân', 'luật sư chính', 'lânh tụ', 'lãnh tụ', 'mầm chính', 'người chỉ huy', 'người chỉ đạo', 'người hướng dẫn', 'người lânh đạo', 'người lãnh xướng', 'người lãnh đạo', 'người đứng đầu', 'nhà lãnh đạo', 'nhạc trưởng', 'thủ lĩnh', 'vật dẫn', 'đầu gà', 'thủ', 'bài xã luận', 'người dẫn đầu', 'đường chỉ dẫn']"
element,"['yếu tố', 'nguyên tố', 'phần tử', '元素', '要素', 'phân tử', 'pin', 'môi trường', 'bộ phận', 'chi tiết', 'hiện tượng khí tượng', 'hoàn cảnh', 'phần tử kép', 'sức mạnh thiên nhiên', 'thành phần', 'yếu tố phân tử', 'đơn chất', 'đơn vị không quân', 'ngành hoá học', 'phần tử, yếu tố, thành phần']"
denounce,"['tố cáo', 'tố giác', 'mạch', 'báo trước', 'cáo giác', 'hăm doạ', 'lên án', 'lăng mạ', 'phản đối kịch liệt', 'tuyên bố bãi ước', 'vạch mặt', 'đe doạ']"
denounce,"['tố cáo', 'tố giác', 'mạch', 'báo trước', 'cáo giác', 'hăm doạ', 'lên án', 'lăng mạ', 'phản đối kịch liệt', 'tuyên bố bãi ước', 'vạch mặt', 'đe doạ']"
Suffering,"['khổ', 'sự đau khổ', 'sự đau đớn', 'đau khổ', 'đau đớn']"
denounce,"['tố cáo', 'tố giác', 'mạch', 'báo trước', 'cáo giác', 'hăm doạ', 'lên án', 'lăng mạ', 'phản đối kịch liệt', 'tuyên bố bãi ước', 'vạch mặt', 'đe doạ']"
female factor,['cannot found']
heart,"['tim', 'trái tim', 'lòng', 'tâm', 'cơ', 'trung tâm', 'hình trái tim', 'tình', 'cõi lòng', 'giữa trung tâm', 'lõi', 'nhiệt tình', 'nỗi lòng', '中心', '心', 'dạ', 'bụng', 'giữa', 'ruột', 'bóng vía', 'bầu tâm sự', 'bụng dạ', 'can trường', 'cảm tình', 'dũng khí', 'lá bài ""cơ""', 'lòng can đảm', 'lồng ngực', 'người thân yêu', 'người yêu quí', 'phần tinh tuý', 'quả tim', 'ruột gan', 'sự màu mỡ', 'sự nhiệt tâm', 'thực chất', 'tâm can', 'tâm huyết', 'tâm hồn', 'tình yêu thương', 'tấm lòng', 'vật hình tim', 'điểm chính', 'điểm chủ yếu', 'điểm mấu chốt', 'Tim']"
procedural,['theo thủ tục']
crime,"['tội ác', 'tội phạm', 'tội', 'tội lỗi', '罪犯', 'dấu nhấn', 'lỗi', 'lỗi lầm', 'buộc tội', 'phạm tội', 'xử phạt', '罪', 'Tội ác', 'toäi aùc, toäi loãi']"
speed,"['tốc độ', 'vận tốc', '速度', 'hồng phiến', 'thành công', 'xúc tiến', 'bắn mạnh', 'chuyển động nhanh', 'chạy nhanh', 'làm cho đi mau', 'nhịp độ', 'phát đạt', 'sự hưng thịnh', 'sự mau lẹ', 'sự thành công', 'sự thịnh vượng', 'tăng tốc độ', 'tốc lực', 'đi nhanh', 'điều chỉnh tốc độ', 'đẩy mạnh', 'sự nhanh chóng', 'sự nhanh nhẹn']"
speed battle,['cannot found']
speed,"['tốc độ', 'vận tốc', '速度', 'hồng phiến', 'thành công', 'xúc tiến', 'bắn mạnh', 'chuyển động nhanh', 'chạy nhanh', 'làm cho đi mau', 'nhịp độ', 'phát đạt', 'sự hưng thịnh', 'sự mau lẹ', 'sự thành công', 'sự thịnh vượng', 'tăng tốc độ', 'tốc lực', 'đi nhanh', 'điều chỉnh tốc độ', 'đẩy mạnh', 'sự nhanh chóng', 'sự nhanh nhẹn']"
tachometer,['máy đo tốc độ']
Express,"['bày tỏ', 'tốc hành', 'biểu hiện', 'biểu lộ', 'rõ ràng', 'diễn tả', 'diễn đạt', 'hoả tốc', 'tỏ', 'nhanh', 'chuyển phát nhanh', 'hỏa tốc', 'người đưa thư hỏa tốc', 'ép', 'vắt', 'bóp', 'biểu diễn', 'biểu thị', 'biểu đạt', 'công văn hoả tốc', 'gửi hoả tốc', 'ngỏ lời', 'như hệt', 'như in', 'như tạc', 'nói rõ', 'phát biểu', 'phát biểu ý kiên', 'phô diễn', 'súng bắn nhanh', 'thể hiện', 'tiền gửi hoả tốc', 'xe lửa tốc hành', 'xe nhanh']"
Stenograph,"['bản tốc ký', 'chữ tốc ký', 'máy tốc ký']"
speed,"['tốc độ', 'vận tốc', '速度', 'hồng phiến', 'thành công', 'xúc tiến', 'bắn mạnh', 'chuyển động nhanh', 'chạy nhanh', 'làm cho đi mau', 'nhịp độ', 'phát đạt', 'sự hưng thịnh', 'sự mau lẹ', 'sự thành công', 'sự thịnh vượng', 'tăng tốc độ', 'tốc lực', 'đi nhanh', 'điều chỉnh tốc độ', 'đẩy mạnh', 'sự nhanh chóng', 'sự nhanh nhẹn']"
speed city,['cannot found']
race,"['chủng tộc', 'đua', 'giống', 'nòi', 'cuộc đua', 'sắc tộc', 'loại', 'dòng', 'chủng người', 'tộc người', 'loài', 'cho', 'rễ', 'giới', 'hạng', 'chạy nhanh', 'chạy thi với', 'chạy đua', 'chạy đua với', 'con kênh', 'cuộc chạy đua', 'cuộc đua ngựa', 'cuộc đời', 'củ gừng', 'dân tộc', 'dòng giống', 'dòng nước chảy xiết', 'dòng nước lũ', 'giòng giống', 'giống nòi', 'ham mê đua ngựa', 'nòi giống', 'nòi người', 'quạt nhanh', 'rễ gừng', 'sông đào dẫn nước', 'sự vận hành', 'vòng ổ bi', 'vòng ổ trục', 'đời người', 'Chủng tộc']"
ethnic expression,['cannot found']
clan group,['cannot found']
patriarch,"['gia trưởng', 'giáo trưởng', 'tộc trưởng', 'người sáng lập', 'ông lâo đáng kính', 'tổ phụ']"
I,"['tôi', 'tao', 'ta', 'tớ', 'mình', 'tui', 'em', 'con', 'một', 'mỗ', 'vật hình I', 'đằng này', 'anh', 'cháu', 'mẹ', 'bố', 'chữ cái I', 'chị', 'cha', 'chú', 'cô', 'bác', 'ông', 'cậu', 'dì', 'bà', 'đệ', 'mợ', 'dượng', 'thím', 'bác gái']"
I'm child,['cannot found']
i claim,['cannot found']
train,"['xe lửa', 'tàu hỏa', 'huấn luyện', 'dạy', 'rèn luyện', 'luyện', 'chĩa', 'chuỗi', 'tàu hoả', 'đi xe lửa', 'đuôi dài lê thê', 'đào tạo', 'đoàn', 'uốn', 'dượt', 'dòng', 'đuôi', 'hạt', 'dãy', 'ngòi', 'nhắm', 'bộ truyền động', 'dạy dỗ', 'hoả xa', 'hậu quả', 'học tập', 'hỏa xa', 'luyện tập', 'rèn đúc', 'thao luyện', 'tập dượt', 'tập luyện', 'tập luyện tập dượt', 'tập tành', 'xe hỏa', 'đoàn tuỳ tùng', 'đào luyện', 'tàu', 'đàn', 'hàng', 'Tàu hỏa']"
I'm all,['cannot found']
servant,"['người hầu', 'người ở', 'bầy tôi trung thành', 'tớ', 'bộc', 'con ở', 'người làm', 'người đầy tớ', 'nô bộc', 'đày tớ', 'đầy tớ', 'đứa ở', 'nô', 'tốt']"
bad,"['xấu', 'tồi', 'dở', '醜', 'tệ', 'ác', 'nặng', 'kém', 'hỏng', 'bậy', 'hư', 'nợ khó đòi', 'thiu', 'khó chịu', 'dữ', 'thấp', 'thối', 'bết', 'ươn', 'bất hảo', 'bất lương', 'cà mèng', 'có hại cho', 'cập kèm', 'nguy hiểm cho', 'trầm trọng', 'tệ hại', 'tồi tệ', 'xấu xa', 'đen đủi', 'có hại', 'nghiêm trọng']"
shabby,"['bê tha', 'sờn', 'mòn', 'tiều tụy', 'đê tiện', 'bệ rạc', 'hư', 'tuềnh toàng', 'xoàng xĩnh', 'xấu', 'Lùi xùi', 'ba bị', 'bủn xỉn', 'cỏ rả', 'hèn hạ', 'lam lũ', 'rung rúc', 'tiều tuỵ', 'tồi tàn', 'đáng khinh', 'hư hỏng']"
bad,"['xấu', 'tồi', 'dở', '醜', 'tệ', 'ác', 'nặng', 'kém', 'hỏng', 'bậy', 'hư', 'nợ khó đòi', 'thiu', 'khó chịu', 'dữ', 'thấp', 'thối', 'bết', 'ươn', 'bất hảo', 'bất lương', 'cà mèng', 'có hại cho', 'cập kèm', 'nguy hiểm cho', 'trầm trọng', 'tệ hại', 'tồi tệ', 'xấu xa', 'đen đủi', 'có hại', 'nghiêm trọng']"
dark,"['tối', 'đêm', 'bóng tối', 'mờ ám', 'tối tăm', 'sẫm', 'mù mịt', 'mờ mịt', 'đen tối', 'dốt nát', 'ngu dốt', 'ám muội', 'đậm', 'sậm', 'màn đêm', 'mây đen', 'ngu muội', 'sự dốt nát', 'sự tối tăm', 'ảm đạm', 'thẫm', 'sặm', 'kịt', 'bi quan', 'buồn rầu', 'bí mật', 'cay độc', 'chán nản', 'ghê tởm', 'không minh bạch', 'không rõ ràng', 'kín đáo', 'mơ hồ', 'mịt mờ', 'ngăm ngăm đen', 'nham hiểm', 'sẩm tối', 'thẫm sẫm', 'tối mò', 'u ám', 'u ẩn', 'đen huyền', 'hắc', 'âm', '陰', 'tối đen']"
Supreme,"['tối cao', '最高', 'lớn nhất', 'cuối cùng', 'quan trọng nhất', 'cao nhất']"
